user_id,recency_days,frequency,monetary,surge_exposure,R_score,F_score,M_score,S_score,RFMS,RFMS_score,riders_segment,weighted_score
R04232,42,15,245.26,0.4666666666666667,1,1,1,4,1114,7,At Risk Riders,1.3
R04233,44,16,316.74,0.375,1,1,3,3,1133,8,At Risk Riders,1.6
R04234,35,26,430.24,0.4230769230769231,1,4,4,4,1444,13,Active Riders,2.8
R04235,4,32,462.37,0.34375,4,4,4,3,4443,15,Champions,3.9
R04236,2,15,196.12,0.13333333333333333,4,1,1,1,4111,7,At Risk Riders,2.2
R04237,4,23,335.03,0.17391304347826086,4,3,3,1,4331,11,Active Riders,3.2
R04238,2,27,396.19,0.2222222222222222,4,4,4,1,4441,13,Active Riders,3.7
R04239,74,18,287.14,0.4444444444444444,1,2,2,4,1224,9,At Risk Riders,1.8
R04240,27,18,355.82,0.5,1,2,3,4,1234,10,Active Riders,2.0
R04241,6,19,225.27,0.15789473684210525,4,2,1,1,4211,8,At Risk Riders,2.5
R04242,36,15,182.0,0.2,1,1,1,1,1111,4,Dormant Riders,1.0
R04243,32,28,399.19,0.17857142857142858,1,4,4,1,1441,10,Active Riders,2.5
R04244,2,21,353.43,0.42857142857142855,4,3,3,4,4334,14,Champions,3.5
R04245,4,22,317.59,0.45454545454545453,4,3,3,4,4334,14,Champions,3.5
R04246,18,15,185.43,0.3333333333333333,2,1,1,3,2113,7,At Risk Riders,1.6
R04247,22,28,408.28,0.2857142857142857,2,4,4,2,2442,12,Active Riders,3.0
R04248,15,15,191.35,0.2,2,1,1,1,2111,5,Dormant Riders,1.4
R04249,31,14,175.6,0.5,1,1,1,4,1114,7,At Risk Riders,1.3
R04250,24,15,202.57999999999998,0.4,2,1,1,3,2113,7,At Risk Riders,1.6
R04251,41,15,221.87,0.06666666666666667,1,1,1,1,1111,4,Dormant Riders,1.0
R04252,15,16,229.28,0.25,2,1,1,1,2111,5,Dormant Riders,1.4
R04253,3,16,206.0,0.25,4,1,1,1,4111,7,At Risk Riders,2.2
R04254,31,28,406.49,0.25,1,4,4,1,1441,10,Active Riders,2.5
R04255,1,21,359.14,0.5714285714285714,4,3,4,4,4344,15,Champions,3.7
R04256,1,11,143.92,0.36363636363636365,4,1,1,3,4113,9,At Risk Riders,2.4
R04257,28,20,330.0,0.35,1,3,3,3,1333,10,Active Riders,2.2
R04258,32,15,213.81,0.2,1,1,1,1,1111,4,Dormant Riders,1.0
R04259,20,18,234.77,0.2777777777777778,2,2,1,2,2212,7,At Risk Riders,1.8
R04260,64,16,285.02,0.4375,1,1,2,4,1124,8,At Risk Riders,1.5
R04261,8,19,273.04,0.21052631578947367,3,2,2,1,3221,8,At Risk Riders,2.3
R04262,119,10,177.02,0.4,1,1,1,3,1113,6,At Risk Riders,1.2
R04263,8,20,326.84,0.35,3,3,3,3,3333,12,Active Riders,3.0
R04264,5,22,357.7,0.4090909090909091,4,3,4,3,4343,14,Champions,3.6
R04265,36,25,374.7,0.36,1,4,4,3,1443,12,Active Riders,2.7
R04266,10,18,294.36,0.3333333333333333,3,2,2,3,3223,10,Active Riders,2.5
R04267,1,22,352.28000000000003,0.3181818181818182,4,3,3,2,4332,12,Active Riders,3.3
R04268,34,21,273.5,0.42857142857142855,1,3,2,4,1324,10,Active Riders,2.1
R04269,26,14,224.93,0.5,2,1,1,4,2114,8,At Risk Riders,1.7
R04270,3,17,247.63,0.4117647058823529,4,2,1,4,4214,11,Active Riders,2.8
R04271,7,21,295.8,0.19047619047619047,3,3,2,1,3321,9,At Risk Riders,2.6
R04272,6,18,314.64,0.3888888888888889,4,2,3,3,4233,12,Active Riders,3.1
R04273,87,17,235.16,0.5294117647058824,1,2,1,4,1214,8,At Risk Riders,1.6
R04274,2,18,251.60999999999999,0.2777777777777778,4,2,1,2,4212,9,At Risk Riders,2.6
R04275,25,19,269.04,0.3157894736842105,2,2,2,2,2222,8,At Risk Riders,2.0
R04276,17,19,312.7,0.5263157894736842,2,2,3,4,2234,11,Active Riders,2.4
R04277,47,14,199.31,0.42857142857142855,1,1,1,4,1114,7,At Risk Riders,1.3
R04278,36,16,239.52,0.375,1,1,1,3,1113,6,At Risk Riders,1.2
R04279,6,29,485.45,0.3448275862068966,4,4,4,3,4443,15,Champions,3.9
R04280,30,22,339.85,0.2727272727272727,1,3,3,2,1332,9,At Risk Riders,2.1
R04281,11,26,419.39,0.3076923076923077,3,4,4,2,3442,13,Active Riders,3.4
R04282,19,17,228.51,0.17647058823529413,2,2,1,1,2211,6,At Risk Riders,1.7
R04283,3,22,315.15,0.3181818181818182,4,3,3,2,4332,12,Active Riders,3.3
R04284,14,17,265.28,0.5294117647058824,2,2,2,4,2224,10,Active Riders,2.2
R04285,2,24,348.59,0.3333333333333333,4,4,3,3,4433,14,Champions,3.7
R04286,7,18,272.7,0.4444444444444444,3,2,2,4,3224,11,Active Riders,2.6
R04287,17,18,258.31,0.4444444444444444,2,2,2,4,2224,10,Active Riders,2.2
R04288,30,25,366.92,0.32,1,4,4,2,1442,11,Active Riders,2.6
R04289,5,18,252.99,0.4444444444444444,4,2,1,4,4214,11,Active Riders,2.8
R04290,7,23,263.39,0.21739130434782608,3,3,2,1,3321,9,At Risk Riders,2.6
R04291,5,22,323.93,0.2727272727272727,4,3,3,2,4332,12,Active Riders,3.3
R04292,35,15,248.82,0.26666666666666666,1,1,1,2,1112,5,Dormant Riders,1.1
R04293,23,24,398.58,0.4166666666666667,2,4,4,4,2444,14,Champions,3.2
R04294,19,16,265.93,0.375,2,1,2,3,2123,8,At Risk Riders,1.8
R04295,34,29,424.87,0.27586206896551724,1,4,4,2,1442,11,Active Riders,2.6
R04296,6,27,410.01,0.25925925925925924,4,4,4,1,4441,13,Active Riders,3.7
R04297,24,21,286.73,0.38095238095238093,2,3,2,3,2323,10,Active Riders,2.4
R04298,41,15,188.68,0.2,1,1,1,1,1111,4,Dormant Riders,1.0
R04299,22,23,335.6,0.30434782608695654,2,3,3,2,2332,10,Active Riders,2.5
R04300,14,14,213.49,0.35714285714285715,2,1,1,3,2113,7,At Risk Riders,1.6
R04301,4,20,319.81,0.2,4,3,3,1,4331,11,Active Riders,3.2
R04302,46,19,281.22,0.47368421052631576,1,2,2,4,1224,9,At Risk Riders,1.8
R04303,27,20,337.88,0.45,1,3,3,4,1334,11,Active Riders,2.3
R04304,2,16,274.23,0.25,4,1,2,1,4121,8,At Risk Riders,2.4
R04305,4,13,224.05,0.3076923076923077,4,1,1,2,4112,8,At Risk Riders,2.3
R04306,18,19,289.88,0.2631578947368421,2,2,2,2,2222,8,At Risk Riders,2.0
R04307,8,28,381.79,0.10714285714285714,3,4,4,1,3441,12,Active Riders,3.3
R04308,39,14,218.18,0.14285714285714285,1,1,1,1,1111,4,Dormant Riders,1.0
R04309,18,19,262.37,0.3157894736842105,2,2,2,2,2222,8,At Risk Riders,2.0
R04310,63,16,244.62,0.3125,1,1,1,2,1112,5,Dormant Riders,1.1
R04311,15,19,288.92,0.3157894736842105,2,2,2,2,2222,8,At Risk Riders,2.0
R04312,10,23,342.84000000000003,0.13043478260869565,3,3,3,1,3331,10,Active Riders,2.8
R04313,3,23,289.37,0.21739130434782608,4,3,2,1,4321,10,Active Riders,3.0
R04314,2,20,346.66,0.35,4,3,3,3,4333,13,Active Riders,3.4
R04315,24,23,312.98,0.43478260869565216,2,3,3,4,2334,12,Active Riders,2.7
R04316,4,24,397.93,0.20833333333333334,4,4,4,1,4441,13,Active Riders,3.7
R04317,6,23,313.62,0.43478260869565216,4,3,3,4,4334,14,Champions,3.5
R04318,68,22,398.4,0.36363636363636365,1,3,4,3,1343,11,Active Riders,2.4
R04319,14,25,431.35,0.52,2,4,4,4,2444,14,Champions,3.2
R04320,4,26,441.12,0.38461538461538464,4,4,4,3,4443,15,Champions,3.9
R04321,8,24,365.46,0.08333333333333333,3,4,4,1,3441,12,Active Riders,3.3
R04322,62,11,169.37,0.18181818181818182,1,1,1,1,1111,4,Dormant Riders,1.0
R04323,3,20,264.83,0.25,4,3,2,1,4321,10,Active Riders,3.0
R04324,6,21,303.32,0.38095238095238093,4,3,2,3,4323,12,Active Riders,3.2
R04325,29,22,347.37,0.36363636363636365,1,3,3,3,1333,10,Active Riders,2.2
R04326,1,21,338.67,0.2857142857142857,4,3,3,2,4332,12,Active Riders,3.3
R04327,13,24,339.91,0.16666666666666666,3,4,3,1,3431,11,Active Riders,3.1
R04328,11,21,334.01,0.19047619047619047,3,3,3,1,3331,10,Active Riders,2.8
R04329,19,13,189.69,0.15384615384615385,2,1,1,1,2111,5,Dormant Riders,1.4
R04330,8,13,184.69,0.15384615384615385,3,1,1,1,3111,6,At Risk Riders,1.8
R04331,27,30,426.42,0.26666666666666666,1,4,4,2,1442,11,Active Riders,2.6
R04332,17,20,330.37,0.3,2,3,3,2,2332,10,Active Riders,2.5
R04333,10,11,171.34,0.18181818181818182,3,1,1,1,3111,6,At Risk Riders,1.8
R04334,19,21,379.94,0.5238095238095238,2,3,4,4,2344,13,Active Riders,2.9
R04335,18,18,300.75,0.3888888888888889,2,2,2,3,2223,9,At Risk Riders,2.1
R04336,2,14,245.59,0.5,4,1,1,4,4114,10,Active Riders,2.5
R04337,16,14,221.27,0.5,2,1,1,4,2114,8,At Risk Riders,1.7
R04338,57,15,252.58,0.26666666666666666,1,1,1,2,1112,5,Dormant Riders,1.1
R04339,6,31,467.29,0.3225806451612903,4,4,4,2,4442,14,Champions,3.8
R04340,35,19,287.02,0.2631578947368421,1,2,2,2,1222,7,At Risk Riders,1.6
R04341,6,25,336.74,0.28,4,4,3,2,4432,13,Active Riders,3.6
R04342,49,19,270.9,0.42105263157894735,1,2,2,4,1224,9,At Risk Riders,1.8
R04343,6,17,231.62,0.23529411764705882,4,2,1,1,4211,8,At Risk Riders,2.5
R04344,75,14,191.18,0.2857142857142857,1,1,1,2,1112,5,Dormant Riders,1.1
R04345,25,22,336.11,0.5454545454545454,2,3,3,4,2334,12,Active Riders,2.7
R04346,10,21,367.59000000000003,0.38095238095238093,3,3,4,3,3343,13,Active Riders,3.2
R04347,15,24,325.59,0.375,2,4,3,3,2433,12,Active Riders,2.9
R04348,17,15,244.94,0.4,2,1,1,3,2113,7,At Risk Riders,1.6
R04349,23,25,395.23,0.48,2,4,4,4,2444,14,Champions,3.2
R04350,22,22,363.69,0.36363636363636365,2,3,4,3,2343,12,Active Riders,2.8
R04351,15,24,353.99,0.2916666666666667,2,4,3,2,2432,11,Active Riders,2.8
R04352,3,25,368.53,0.24,4,4,4,1,4441,13,Active Riders,3.7
R04353,5,19,332.36,0.42105263157894735,4,2,3,4,4234,13,Active Riders,3.2
R04354,20,20,314.54,0.3,2,3,3,2,2332,10,Active Riders,2.5
R04355,32,18,245.26000000000002,0.2222222222222222,1,2,1,1,1211,5,Dormant Riders,1.3
R04356,11,20,263.68,0.3,3,3,2,2,3322,10,Active Riders,2.7
R04357,4,22,349.51,0.22727272727272727,4,3,3,1,4331,11,Active Riders,3.2
R04358,13,17,274.1,0.47058823529411764,3,2,2,4,3224,11,Active Riders,2.6
R04359,15,24,358.23,0.375,2,4,4,3,2443,13,Active Riders,3.1
R04360,8,20,296.32,0.35,3,3,2,3,3323,11,Active Riders,2.8
R04361,33,14,186.15,0.2857142857142857,1,1,1,2,1112,5,Dormant Riders,1.1
R04362,10,20,364.18,0.55,3,3,4,4,3344,14,Champions,3.3
R04363,19,18,301.85,0.3888888888888889,2,2,2,3,2223,9,At Risk Riders,2.1
R04364,15,21,329.19,0.47619047619047616,2,3,3,4,2334,12,Active Riders,2.7
R04365,4,21,300.36,0.42857142857142855,4,3,2,4,4324,13,Active Riders,3.3
R04366,7,18,287.09,0.5555555555555556,3,2,2,4,3224,11,Active Riders,2.6
R04367,5,18,293.32,0.2777777777777778,4,2,2,2,4222,10,Active Riders,2.8
R04368,21,22,302.02,0.3181818181818182,2,3,2,2,2322,9,At Risk Riders,2.3
R04369,12,28,433.42,0.21428571428571427,3,4,4,1,3441,12,Active Riders,3.3
R04370,28,17,240.68,0.35294117647058826,1,2,1,3,1213,7,At Risk Riders,1.5
R04371,65,18,271.8,0.3333333333333333,1,2,2,3,1223,8,At Risk Riders,1.7
R04372,2,27,439.72,0.4444444444444444,4,4,4,4,4444,16,Champions,4.0
R04373,9,12,185.68,0.3333333333333333,3,1,1,3,3113,8,At Risk Riders,2.0
R04374,12,30,429.1,0.26666666666666666,3,4,4,2,3442,13,Active Riders,3.4
R04375,1,23,364.29,0.21739130434782608,4,3,4,1,4341,12,Active Riders,3.4
R04376,35,24,405.75,0.375,1,4,4,3,1443,12,Active Riders,2.7
R04377,21,23,339.44,0.2608695652173913,2,3,3,1,2331,9,At Risk Riders,2.4
R04378,20,15,231.31,0.26666666666666666,2,1,1,2,2112,6,At Risk Riders,1.5
R04379,53,22,381.78000000000003,0.4090909090909091,1,3,4,3,1343,11,Active Riders,2.4
R04380,24,24,344.07,0.375,2,4,3,3,2433,12,Active Riders,2.9
R04381,25,20,294.2,0.25,2,3,2,1,2321,8,At Risk Riders,2.2
R04382,34,17,206.99,0.17647058823529413,1,2,1,1,1211,5,Dormant Riders,1.3
R04383,39,23,326.45,0.34782608695652173,1,3,3,3,1333,10,Active Riders,2.2
R04384,2,16,253.26,0.25,4,1,1,1,4111,7,At Risk Riders,2.2
R04385,30,15,241.81,0.2,1,1,1,1,1111,4,Dormant Riders,1.0
R04386,17,25,388.7,0.32,2,4,4,2,2442,12,Active Riders,3.0
R04387,2,23,362.01,0.30434782608695654,4,3,4,2,4342,13,Active Riders,3.5
R04388,38,25,321.32,0.44,1,4,3,4,1434,12,Active Riders,2.6
R04389,70,19,291.07,0.21052631578947367,1,2,2,1,1221,6,At Risk Riders,1.5
R04390,3,19,293.38,0.47368421052631576,4,2,2,4,4224,12,Active Riders,3.0
R04391,8,16,242.03,0.3125,3,1,1,2,3112,7,At Risk Riders,1.9
R04392,10,21,316.55,0.38095238095238093,3,3,3,3,3333,12,Active Riders,3.0
R04393,5,7,88.55000000000001,0.2857142857142857,4,1,1,2,4112,8,At Risk Riders,2.3
R04394,47,13,198.39,0.38461538461538464,1,1,1,3,1113,6,At Risk Riders,1.2
R04395,10,19,290.13,0.5263157894736842,3,2,2,4,3224,11,Active Riders,2.6
R04396,13,16,267.78,0.5625,3,1,2,4,3124,10,Active Riders,2.3
R04397,51,19,298.76,0.42105263157894735,1,2,2,4,1224,9,At Risk Riders,1.8
R04398,53,13,187.69,0.07692307692307693,1,1,1,1,1111,4,Dormant Riders,1.0
R04399,18,24,329.38,0.3333333333333333,2,4,3,3,2433,12,Active Riders,2.9
R04400,16,17,277.02,0.29411764705882354,2,2,2,2,2222,8,At Risk Riders,2.0
R04401,9,21,316.89,0.42857142857142855,3,3,3,4,3334,13,Active Riders,3.1
R04402,9,18,341.62,0.5555555555555556,3,2,3,4,3234,12,Active Riders,2.8
R04403,24,25,414.0,0.2,2,4,4,1,2441,11,Active Riders,2.9
R04404,2,27,459.38,0.2962962962962963,4,4,4,2,4442,14,Champions,3.8
R04405,38,23,343.27,0.391304347826087,1,3,3,3,1333,10,Active Riders,2.2
R04406,5,14,230.26,0.14285714285714285,4,1,1,1,4111,7,At Risk Riders,2.2
R04407,55,16,220.31,0.3125,1,1,1,2,1112,5,Dormant Riders,1.1
R04408,10,21,337.35,0.14285714285714285,3,3,3,1,3331,10,Active Riders,2.8
R04409,11,16,222.57,0.3125,3,1,1,2,3112,7,At Risk Riders,1.9
R04410,6,22,302.40999999999997,0.4090909090909091,4,3,2,4,4324,13,Active Riders,3.3
R04411,3,15,199.42,0.4,4,1,1,3,4113,9,At Risk Riders,2.4
R04412,13,22,311.05,0.3181818181818182,3,3,3,2,3332,11,Active Riders,2.9
R04413,3,21,342.51,0.3333333333333333,4,3,3,3,4333,13,Active Riders,3.4
R04414,4,20,328.39,0.35,4,3,3,3,4333,13,Active Riders,3.4
R04415,27,29,461.68,0.41379310344827586,1,4,4,4,1444,13,Active Riders,2.8
R04416,14,17,241.44,0.47058823529411764,2,2,1,4,2214,9,At Risk Riders,2.0
R04417,22,18,269.38,0.2777777777777778,2,2,2,2,2222,8,At Risk Riders,2.0
R04418,6,18,307.45,0.3888888888888889,4,2,3,3,4233,12,Active Riders,3.1
R04419,24,19,256.85,0.3157894736842105,2,2,2,2,2222,8,At Risk Riders,2.0
R04420,21,21,313.7,0.23809523809523808,2,3,3,1,2331,9,At Risk Riders,2.4
R04421,6,26,438.67,0.38461538461538464,4,4,4,3,4443,15,Champions,3.9
R04422,10,18,241.42000000000002,0.2777777777777778,3,2,1,2,3212,8,At Risk Riders,2.2
R04423,3,24,357.7,0.2916666666666667,4,4,4,2,4442,14,Champions,3.8
R04424,11,21,344.98,0.5238095238095238,3,3,3,4,3334,13,Active Riders,3.1
R04425,13,30,491.31,0.3,3,4,4,2,3442,13,Active Riders,3.4
R04426,115,13,172.75,0.3076923076923077,1,1,1,2,1112,5,Dormant Riders,1.1
R04427,5,22,352.19,0.45454545454545453,4,3,3,4,4334,14,Champions,3.5
R04428,67,17,238.8,0.29411764705882354,1,2,1,2,1212,6,At Risk Riders,1.4
R04429,15,17,263.1,0.23529411764705882,2,2,2,1,2221,7,At Risk Riders,1.9
R04430,62,14,197.10999999999999,0.42857142857142855,1,1,1,4,1114,7,At Risk Riders,1.3
R04431,23,27,417.66,0.25925925925925924,2,4,4,1,2441,11,Active Riders,2.9
R04432,27,20,306.48,0.4,1,3,3,3,1333,10,Active Riders,2.2
R04433,9,16,258.03,0.1875,3,1,2,1,3121,7,At Risk Riders,2.0
R04434,40,20,281.22,0.35,1,3,2,3,1323,9,At Risk Riders,2.0
R04435,14,20,354.87,0.5,2,3,3,4,2334,12,Active Riders,2.7
R04436,3,15,237.07,0.4666666666666667,4,1,1,4,4114,10,Active Riders,2.5
R04437,3,21,303.86,0.14285714285714285,4,3,2,1,4321,10,Active Riders,3.0
R04438,8,17,241.9,0.35294117647058826,3,2,1,3,3213,9,At Risk Riders,2.3
R04439,50,22,308.88,0.36363636363636365,1,3,3,3,1333,10,Active Riders,2.2
R04440,87,13,176.7,0.23076923076923078,1,1,1,1,1111,4,Dormant Riders,1.0
R04441,11,16,246.84,0.3125,3,1,1,2,3112,7,At Risk Riders,1.9
R04442,29,20,287.95,0.5,1,3,2,4,1324,10,Active Riders,2.1
R04443,2,16,263.46,0.3125,4,1,2,2,4122,9,At Risk Riders,2.5
R04444,14,24,377.57,0.3333333333333333,2,4,4,3,2443,13,Active Riders,3.1
R04445,2,18,268.40999999999997,0.2222222222222222,4,2,2,1,4221,9,At Risk Riders,2.7
R04446,9,15,221.28,0.2,3,1,1,1,3111,6,At Risk Riders,1.8
R04447,35,18,300.73,0.5,1,2,2,4,1224,9,At Risk Riders,1.8
R04448,5,13,172.36,0.38461538461538464,4,1,1,3,4113,9,At Risk Riders,2.4
R04449,10,24,362.87,0.4166666666666667,3,4,4,4,3444,15,Champions,3.6
R04450,14,24,379.91,0.4583333333333333,2,4,4,4,2444,14,Champions,3.2
R04451,3,17,270.85,0.35294117647058826,4,2,2,3,4223,11,Active Riders,2.9
R04452,2,15,185.23,0.26666666666666666,4,1,1,2,4112,8,At Risk Riders,2.3
R04453,16,19,258.9,0.2631578947368421,2,2,2,2,2222,8,At Risk Riders,2.0
R04454,7,24,378.18,0.4166666666666667,3,4,4,4,3444,15,Champions,3.6
R04455,8,15,215.59,0.2,3,1,1,1,3111,6,At Risk Riders,1.8
R04456,1,23,374.38,0.2608695652173913,4,3,4,1,4341,12,Active Riders,3.4
R04457,9,26,433.51,0.4230769230769231,3,4,4,4,3444,15,Champions,3.6
R04458,28,17,262.45,0.29411764705882354,1,2,2,2,1222,7,At Risk Riders,1.6
R04459,12,25,355.5,0.32,3,4,3,2,3432,12,Active Riders,3.2
R04460,3,19,310.65,0.5789473684210527,4,2,3,4,4234,13,Active Riders,3.2
R04461,19,27,421.02,0.3333333333333333,2,4,4,3,2443,13,Active Riders,3.1
R04462,47,20,310.09000000000003,0.35,1,3,3,3,1333,10,Active Riders,2.2
R04463,71,13,182.57,0.23076923076923078,1,1,1,1,1111,4,Dormant Riders,1.0
R04464,24,23,329.71000000000004,0.21739130434782608,2,3,3,1,2331,9,At Risk Riders,2.4
R04465,44,21,348.9,0.5238095238095238,1,3,3,4,1334,11,Active Riders,2.3
R04466,31,22,359.8,0.3181818181818182,1,3,4,2,1342,10,Active Riders,2.3
R04467,6,21,348.94,0.38095238095238093,4,3,3,3,4333,13,Active Riders,3.4
R04468,3,34,492.02,0.29411764705882354,4,4,4,2,4442,14,Champions,3.8
R04469,34,20,247.41,0.3,1,3,1,2,1312,7,At Risk Riders,1.7
R04470,20,17,254.73000000000002,0.11764705882352941,2,2,1,1,2211,6,At Risk Riders,1.7
R04471,10,24,437.02,0.375,3,4,4,3,3443,14,Champions,3.5
R04472,2,19,267.16,0.2631578947368421,4,2,2,2,4222,10,Active Riders,2.8
R04473,23,17,251.45,0.4117647058823529,2,2,1,4,2214,9,At Risk Riders,2.0
R04474,2,24,342.17,0.2916666666666667,4,4,3,2,4432,13,Active Riders,3.6
R04475,7,22,385.06,0.36363636363636365,3,3,4,3,3343,13,Active Riders,3.2
R04476,5,23,357.95,0.4782608695652174,4,3,4,4,4344,15,Champions,3.7
R04477,21,19,285.18,0.15789473684210525,2,2,2,1,2221,7,At Risk Riders,1.9
R04478,30,22,306.15,0.18181818181818182,1,3,3,1,1331,8,At Risk Riders,2.0
R04479,21,16,235.45,0.25,2,1,1,1,2111,5,Dormant Riders,1.4
R04480,1,16,246.54999999999998,0.3125,4,1,1,2,4112,8,At Risk Riders,2.3
R04481,6,13,205.27,0.46153846153846156,4,1,1,4,4114,10,Active Riders,2.5
R04482,20,25,350.04,0.44,2,4,3,4,2434,13,Active Riders,3.0
R04483,10,19,245.34,0.21052631578947367,3,2,1,1,3211,7,At Risk Riders,2.1
R04484,2,19,298.54,0.5263157894736842,4,2,2,4,4224,12,Active Riders,3.0
R04485,15,23,282.91,0.2608695652173913,2,3,2,1,2321,8,At Risk Riders,2.2
R04486,9,21,346.69,0.23809523809523808,3,3,3,1,3331,10,Active Riders,2.8
R04487,3,10,159.82999999999998,0.4,4,1,1,3,4113,9,At Risk Riders,2.4
R04488,3,28,415.24,0.2857142857142857,4,4,4,2,4442,14,Champions,3.8
R04489,8,19,338.06,0.5263157894736842,3,2,3,4,3234,12,Active Riders,2.8
R04490,3,20,364.6,0.4,4,3,4,3,4343,14,Champions,3.6
R04491,17,18,276.29,0.2777777777777778,2,2,2,2,2222,8,At Risk Riders,2.0
R04492,1,16,238.53,0.5,4,1,1,4,4114,10,Active Riders,2.5
R04493,15,14,209.64000000000001,0.42857142857142855,2,1,1,4,2114,8,At Risk Riders,1.7
R04494,8,19,297.81,0.2631578947368421,3,2,2,2,3222,9,At Risk Riders,2.4
R04495,18,21,307.51,0.42857142857142855,2,3,3,4,2334,12,Active Riders,2.7
R04496,6,18,310.79,0.3888888888888889,4,2,3,3,4233,12,Active Riders,3.1
R04497,16,24,440.32,0.4583333333333333,2,4,4,4,2444,14,Champions,3.2
R04498,7,16,253.18,0.4375,3,1,1,4,3114,9,At Risk Riders,2.1
R04499,4,15,245.91,0.4,4,1,1,3,4113,9,At Risk Riders,2.4
R04500,5,18,255.52,0.2777777777777778,4,2,2,2,4222,10,Active Riders,2.8
R04501,4,22,293.42,0.2727272727272727,4,3,2,2,4322,11,Active Riders,3.1
R04502,18,23,398.36,0.43478260869565216,2,3,4,4,2344,13,Active Riders,2.9
R04503,12,16,248.68,0.3125,3,1,1,2,3112,7,At Risk Riders,1.9
R04504,26,20,355.94,0.65,2,3,3,4,2334,12,Active Riders,2.7
R04505,4,15,222.89000000000001,0.4,4,1,1,3,4113,9,At Risk Riders,2.4
R04506,2,25,432.76,0.36,4,4,4,3,4443,15,Champions,3.9
R04507,24,19,290.7,0.21052631578947367,2,2,2,1,2221,7,At Risk Riders,1.9
R04508,36,13,184.79,0.46153846153846156,1,1,1,4,1114,7,At Risk Riders,1.3
R04509,2,31,514.93,0.2903225806451613,4,4,4,2,4442,14,Champions,3.8
R04510,50,25,375.93,0.32,1,4,4,2,1442,11,Active Riders,2.6
R04511,18,20,306.85,0.35,2,3,3,3,2333,11,Active Riders,2.6
R04512,10,23,344.76,0.34782608695652173,3,3,3,3,3333,12,Active Riders,3.0
R04513,10,15,224.85999999999999,0.3333333333333333,3,1,1,3,3113,8,At Risk Riders,2.0
R04514,19,15,249.71,0.4,2,1,1,3,2113,7,At Risk Riders,1.6
R04515,10,17,261.56,0.23529411764705882,3,2,2,1,3221,8,At Risk Riders,2.3
R04516,42,23,371.74,0.30434782608695654,1,3,4,2,1342,10,Active Riders,2.3
R04517,5,25,406.82,0.56,4,4,4,4,4444,16,Champions,4.0
R04518,9,25,385.78000000000003,0.36,3,4,4,3,3443,14,Champions,3.5
R04519,21,23,291.12,0.30434782608695654,2,3,2,2,2322,9,At Risk Riders,2.3
R04520,7,22,332.9,0.36363636363636365,3,3,3,3,3333,12,Active Riders,3.0
R04521,26,22,351.21,0.36363636363636365,2,3,3,3,2333,11,Active Riders,2.6
R04522,3,18,260.65,0.3888888888888889,4,2,2,3,4223,11,Active Riders,2.9
R04523,2,27,388.09000000000003,0.25925925925925924,4,4,4,1,4441,13,Active Riders,3.7
R04524,37,23,375.96,0.4782608695652174,1,3,4,4,1344,12,Active Riders,2.5
R04525,38,20,290.8,0.4,1,3,2,3,1323,9,At Risk Riders,2.0
R04526,94,22,350.88,0.36363636363636365,1,3,3,3,1333,10,Active Riders,2.2
R04527,7,24,380.37,0.20833333333333334,3,4,4,1,3441,12,Active Riders,3.3
R04528,24,17,295.64,0.35294117647058826,2,2,2,3,2223,9,At Risk Riders,2.1
R04529,24,21,315.08,0.5238095238095238,2,3,3,4,2334,12,Active Riders,2.7
R04530,7,18,278.23,0.3888888888888889,3,2,2,3,3223,10,Active Riders,2.5
R04531,1,12,142.82,0.3333333333333333,4,1,1,3,4113,9,At Risk Riders,2.4
R04532,21,26,332.57,0.23076923076923078,2,4,3,1,2431,10,Active Riders,2.7
R04533,1,14,234.01,0.21428571428571427,4,1,1,1,4111,7,At Risk Riders,2.2
R04534,11,20,315.26,0.15,3,3,3,1,3331,10,Active Riders,2.8
R04535,45,15,212.99,0.3333333333333333,1,1,1,3,1113,6,At Risk Riders,1.2
R04536,17,13,253.49,0.46153846153846156,2,1,1,4,2114,8,At Risk Riders,1.7
R04537,26,14,212.12,0.42857142857142855,2,1,1,4,2114,8,At Risk Riders,1.7
R04538,28,17,248.49,0.35294117647058826,1,2,1,3,1213,7,At Risk Riders,1.5
R04539,31,14,186.69,0.21428571428571427,1,1,1,1,1111,4,Dormant Riders,1.0
R04540,29,21,293.87,0.23809523809523808,1,3,2,1,1321,7,At Risk Riders,1.8
R04541,6,18,286.37,0.2777777777777778,4,2,2,2,4222,10,Active Riders,2.8
R04542,5,24,387.09999999999997,0.3333333333333333,4,4,4,3,4443,15,Champions,3.9
R04543,6,20,293.59,0.25,4,3,2,1,4321,10,Active Riders,3.0
R04544,53,16,227.34,0.4375,1,1,1,4,1114,7,At Risk Riders,1.3
R04545,68,13,271.94,0.5384615384615384,1,1,2,4,1124,8,At Risk Riders,1.5
R04546,14,16,275.64,0.125,2,1,2,1,2121,6,At Risk Riders,1.6
R04547,2,26,469.94,0.5,4,4,4,4,4444,16,Champions,4.0
R04548,2,20,306.19,0.25,4,3,3,1,4331,11,Active Riders,3.2
R04549,5,22,343.49,0.36363636363636365,4,3,3,3,4333,13,Active Riders,3.4
R04550,19,24,378.38,0.4583333333333333,2,4,4,4,2444,14,Champions,3.2
R04551,28,22,335.96,0.3181818181818182,1,3,3,2,1332,9,At Risk Riders,2.1
